id,address,latitude,longitude
85,25 EVERGREEN CR SW,50.9215815275547,-114.100897916366
776,8608 METIS TR NE,51.1298266872992,-113.96923260807
916,121 SADDLEMEAD RD NE,51.1282839861152,-113.946243034372
1103,22 SADDLEBACK RD NE,51.1283490668448,-113.950394401587
1173,179 SADDLEMEAD RD NE,51.1288607473867,-113.944666215123
1666,16 TARARIDGE DR NE,51.1115297685988,-113.940245264505
1753,25 TARAGLEN RD NE,51.1126705671937,-113.939584265857
2208,6012 MARTINGROVE RD NE,51.112716740868,-113.952018692227
3100,77 MARTIN CROSSING WY NE,51.1195071146405,-113.958180731593
3504,230 MARTINVALLEY CR NE,51.1239097118877,-113.953032384546
4144,10 MARTINBROOK LI NE,51.1153129740529,-113.959745422875
4862,65 MARTINBROOK RD NE,51.1162085509866,-113.957734277632
5054,63 MARTIN CROSSING CL NE,51.1191742956556,-113.960735089069
5259,109 MARTHA'S HAVEN GR NE,51.1193517059779,-113.964146847342
5317,10 MARTHA'S HAVEN MR NE,51.1220884912743,-113.965748349183
6224,20 HUNTFORD RD NE,51.1141378202958,-114.064751100059
6615,7904 HUNTWICK HL NE,51.1222093023328,-114.063509722424
6679,8003 HUNTWICK CR NE,51.1232815189515,-114.062201297049
7124,404 72 AV NE,51.1180997002488,-114.059627649712
7656,40 HUNTSTROM RD NE,51.124072361814,-114.050392879386
7707,15 HUNTERHORN PL NE,51.1154878207697,-114.052816431516
9668,119 HUNTINGTON PARK GR NW,51.1199905013666,-114.082399063903
10497,56 EDELWEISS CR NW,51.1188992953287,-114.136459250762
11002,115 DALMENY BA NW,51.1147294100845,-114.157892252269
11387,803 EDGEMONT RD NW,51.1168445543154,-114.148577706749
12845,6536 SILVER SPRINGS CR NW,51.1119208283975,-114.18471893838
15547,112 SILVERCREEK DR NW,51.1138994030917,-114.208252910607
15851,7707 68 AV NW,51.1135182678981,-114.198008321148
16128,166 RANCH GLEN DR NW,51.1191557665698,-114.193518026028
18524,311 SILVER VALLEY RD NW,51.1048028268917,-114.205650566576
18692,235 SILVER HILL WY NW,51.106557592655,-114.203190223883
19154,5 8203 SILVER SPRINGS RD NW,51.1086598478532,-114.204749504275
20470,312 VARSITY ESTATES PL NW,51.1047943924619,-114.173427764378
20548,5508 BUCKBOARD RD NW,51.1090921970259,-114.166803856058
20979,4916 48 ST NW,51.0966216737366,-114.156874661354
21929,5008 DALHOUSIE DR NW,51.1070260352481,-114.158979444135
22416,71 4936 DALTON DR NW,51.1013684432897,-114.152848472489
22560,31 4740 DALTON DR NW,51.1037566002196,-114.154085421626
23760,284V 5201 DALHOUSIE DR NW,51.1065637113609,-114.159863842822
24076,5120 BRISEBOIS DR NW,51.0985963536378,-114.127324594069
24321,5043 BATCHELOR CR NW,51.0971707410515,-114.133045999851
24551,3616 BENTON DR NW,51.1032014778403,-114.139182654617
24938,504 TRAFFORD DR NW,51.0990756374962,-114.071921427931
26669,5519 TRAVIS CR NE,51.1003604902265,-114.058251549474
27264,319 TRAFFORD DR NW,51.0968111114201,-114.068799025912
30712,71 FALWOOD PL NE,51.0971041249724,-113.944693541559
30989,276 FALLSWATER RD NE,51.1003267685024,-113.939828124165
31811,107 CASTLEGLEN WY NE,51.1064733767207,-113.957653706348
31938,35 CASTLERIDGE RD NE,51.1086922995616,-113.951352226352
32128,120 FALTON DR NE,51.1042465623287,-113.939912480325
32697,56 CASTLERIDGE DR NE,51.108370290604,-113.953314350051
33402,28 1155 FALCONRIDGE DR NE,51.0978979973752,-113.953762686303
33622,404 FALCONRIDGE GD NE,51.1021487880779,-113.936628529394
33646,1528 FALCONRIDGE DR NE,51.1021487880779,-113.936628529394
34298,67 TEMPLETON PL NE,51.0823823144541,-113.93866198868
36613,20 TEMPLESON RD NE,51.0874992229718,-113.938054666563
37536,3303 48 ST NE,51.0817458062437,-113.964061813877
39297,131 WHITLOCK CL NE,51.0863342206945,-113.971850734106
40135,4520 40 ST NE,51.0926097994202,-113.976747522742
40148,3716 44 AV NE,51.0914530460266,-113.98087428857
40245,220 WHITWORTH WY NE,51.0948391036925,-113.98046981163
42833,403 38 AV NE,51.0865371829941,-114.053923599156
44580,94 HOLMWOOD AV NW,51.0937686463928,-114.080722744615
44683,4519 CHAPEL RD NW,51.0936991011521,-114.114787613215
45012,3480 CHIPPENDALE DR NW,51.0840709044331,-114.113000715442
45775,41 CAPRI AV NW,51.0887579513766,-114.103885209535
46379,4212 BLOW ST NW,51.089927236329,-114.128947901049
46427,3312 MORLEY CR NW,51.0825268467203,-114.121353046044
47490,12 BUTTE PL NW,51.0903292571267,-114.118919994662
48735,4915 VICEROY DR NW,51.0958455581304,-114.158935175707
49399,6 VARTOWN PL NW,51.0826333301041,-114.145810448384
50395,608 3607B 49 ST NW,51.0844305673809,-114.159644071054
51327,6019 BOWWATER CR NW,51.0829185627005,-114.171502711749
51486,344 VARSITY CL NW,51.0906136459248,-114.16755666093
51832,8347 BOWGLEN RD NW,51.0907960208025,-114.207142798474
52025,8327 48 AV NW,51.0956207330596,-114.206732285906
52188,8508 46 AV NW,51.0943437639434,-114.208540937595
53127,7407 35 AV NW,51.0844947505575,-114.194025054152
54210,229 PATTERSON BV SW,51.0662431996597,-114.183452569823
55584,3319 UPTON PL NW,51.0733471618477,-114.135107392032
55603,3204 UPLANDS PL NW,51.0725968294139,-114.133805607262
55634,2407 UDELL RD NW,51.0729209550464,-114.131540937453
55674,2343 UXBRIDGE DR NW,51.0712324907555,-114.138976801842
57705,23 ROSELAKE ST NW,51.075630277686,-114.092379787962
59644,2807 10 ST NW,51.0750373228196,-114.086564860757
60395,257 21 AV NW,51.0712640762154,-114.067242770344
60478,2209 1 ST NW,51.0719199028383,-114.064342978504
60524,110 21 AV NE,51.0717914868287,-114.061688065685
61901,139 17 AV NW,51.0676278552842,-114.064318737148
62000,103 140 26 AV NW,51.0763144952157,-114.064753589962
62696,2320 VISTA CR NE,51.0739912877496,-114.01990259959
64261,136 RUNDLERIDGE DR NE,51.0700417466518,-113.971142803162
64446,1819 38 ST NE,51.0690850412289,-113.979033091676
64598,4019 RUNDLEHORN DR NE,51.0711314487068,-113.975830606177
64776,4632 26 AV NE,51.0783302784457,-113.968228469618
64955,231 RUNDLECAIRN RD NE,51.0689120138892,-113.96002351773
65131,545 RUNDLEVILLE PL NE,51.0729739835976,-113.973224231561
66415,74 2727 RUNDLESON RD NE,51.0788204252211,-113.980314483557
66909,6339 RUNDLEHORN DR NE,51.0714943797849,-113.941091919803
67412,2020 PINEPOINT RD NE,51.0707426765024,-113.949646556268
68225,6404 24 AV NE,51.0745395278263,-113.942447623
69303,39 3200 60 ST NE,51.0808594524481,-113.945607610616
69610,5807 MADDOCK DR NE,51.0546730189138,-113.95112646957
69721,339 MADDOCK CR NE,51.0558029135278,-113.950307730271
70186,509 MADEIRA DR NE,51.0616032794816,-113.95391833911
70543,243 MANORA DR NE,51.0662194973016,-113.949964337055
70750,435 MALVERN CL NE,51.0532612859427,-113.938535426322
71817,27 195 MANORA PL NE,51.0639923688573,-113.954329647066
72597,93V 165 MANORA PL NE,51.0659016501037,-113.955635397073
72620,116V 165 MANORA PL NE,51.0659016501037,-113.955635397073
73013,5219 MARLBOROUGH DR NE,51.0592992207678,-113.961064237804
73900,4635 MARBANK DR NE,51.0632498952785,-113.966395094449
73931,1222 MARDALE DR NE,51.0645977834303,-113.968991951186
74372,1627 MARLYN WY NE,51.0655725586962,-113.970227669843
74547,1424 MARLYN WY NE,51.0651111893599,-113.976389822473
74814,1032 MARCOMBE DR NE,51.0612690155598,-113.963438148963
74900,30 MARBANK PL NE,51.0634572890988,-113.959200055161
75281,1602 919 38 ST NE,51.0611082275225,-113.980065827484
75385,2536 7 AV NE,51.0590257511411,-113.999148058934
76067,1718 10 AV NE,51.0627528584773,-114.020575045052
76403,920 MAYLAND DR NE,51.0612416509274,-114.007004136831
76825,160 MAUNSELL CL NE,51.0591871957837,-114.002692542078
76856,191 MAUNSELL CL NE,51.0601850972966,-114.00254708244
77871,1408 RUSSET RD NE,51.0645058027322,-114.04219113668
78048,1048 7 AV NE,51.0586567529087,-114.03780118983
78116,106 6A ST NE,51.0527624060726,-114.046630017191
79321,423 REGAL PA NE,51.0609184252983,-114.036781622483
79414,442 REGAL PA NE,51.0603162593818,-114.03647477418
79524,201 REGAL PA NE,51.0607272445133,-114.035836066428
79617,208 8 AV NE,51.0600114869407,-114.059445039242
79964,640 8 AV NE,51.0599580011965,-114.048570625004
80629,227 6 AV NE,51.0577132484259,-114.058476196495
80788,632 MARSH RD NE,51.0529483696563,-114.049869558033
80792,629 MARSH RD NE,51.0525366690212,-114.049951229526
80809,1520 4 ST NW,51.0657891927051,-114.071077597909
81402,234 CRESCENT RD NW,51.0591690860476,-114.066964879817
82012,407 320 MEREDITH RD NE,51.0528500000507,-114.055637740265
82186,2 635 MARSH RD NE,51.0525365619311,-114.049516469597
82592,48 BARCLAY WK SW,51.0537138194921,-114.068183516537
83776,1633 7A ST NW,51.0666733628903,-114.080332555163
84041,610 CRESCENT RD NW,51.0626632694376,-114.07501352563
84093,150 10 ST NW,51.0534802580186,-114.085489251276
85104,602A 500 EAU CLAIRE AV SW,51.0531308071949,-114.072533936323
85547,203 1027 1 AV NW,51.0533837130478,-114.083248265429
85693,306 727 1 AV NW,51.0566691809951,-114.077760051004
86040,222V 400 EAU CLAIRE AV SW,51.0533707683839,-114.070982866227
86182,304 1110 5 AV NW,51.0573711372022,-114.08654841811
86375,2336 3 AV NW,51.0556039297866,-114.114980390104
86896,1412 20A ST NW,51.0645648849808,-114.10885820869
88494,116 1616 8 AV NW,51.0604025623131,-114.098225986322
88549,318 1616 8 AV NW,51.0604025623131,-114.098225986322
90472,140 WEDGEWOOD DR SW,51.0533737163649,-114.149977409369
91167,317 POINT MCKAY GD NW,51.0593304230524,-114.145842526459
91345,70 POINT DR NW,51.0604702982126,-114.144495171872
91456,577 POINT MCKAY GV NW,51.0606188601374,-114.14739536944
91919,939 COACH SIDE CR SW,51.0571643979717,-114.182154580267
92044,336 COACH RIDGE RI SW,51.0551234959375,-114.185237185479
93099,511 6400 COACH HILL RD SW,51.0573721115943,-114.178904060417
93665,10 121 VILLAGE HT SW,51.0579432628899,-114.167109323693
93815,2 218 VILLAGE TC SW,51.0579432628899,-114.167109323693
94035,51 5810 PATINA DR SW,51.0618881032172,-114.167410381688
94111,117 PATINA PA SW,51.0564306078558,-114.170646939323
94457,2001 PATTERSON VW SW,51.064072226692,-114.184502752542
94610,89 PROMINENCE VW SW,51.0596491702898,-114.173373047698
94625,21 PROMINENCE VW SW,51.0596491702898,-114.173373047698
95291,311 STRAVANAN BA SW,51.0490880991533,-114.174541506357
95511,68 STRATHCONA CR SW,51.0475190251788,-114.166211581108
95760,31 STRATHLORNE CR SW,51.0437056028736,-114.170468152472
95956,35 STRATHBURY CI SW,51.0503595219659,-114.177617301802
96543,101 STRADDOCK CR SW,51.0497665017179,-114.184852007644
96825,6963 CHRISTIE BRIAR MR SW,51.0400008503805,-114.187103830465
97398,19 99 CHRISTIE PT SW,51.0382955850776,-114.177991796886
98915,3915B 10 AV SW,51.0430056861448,-114.143342631001
99428,49 WINDERMERE RD SW,51.0482849680315,-114.148499520045
100438,1431 27 ST SW,51.0401927868737,-114.12702024186
100570,201 2722 17 AV SW,51.0381265787556,-114.125195023688
100776,2006 WESTMOUNT RD NW,51.0522677034753,-114.105961868805
101906,1920 12 AV SW,51.0428812888945,-114.105321118925
102132,2144 17 AV SW,51.0380866867932,-114.110232065479
102493,405 1512 15 AV SW,51.0397534508799,-114.095365463379
103063,1301 10 AV SW,51.0438520170904,-114.09150555857
103290,1020 15 AV SW,51.0394672444978,-114.0852930539
104333,606 1334 14 AV SW,51.0406503823176,-114.093581162778
104619,205 639 14 AV SW,51.0396123062283,-114.07585836321
104882,402 1202 13 AV SW,51.0414785712834,-114.089277755849
105889,1823V 924 14 AV SW,51.0403555182128,-114.083131148622
106398,206 1420 MEMORIAL DR NW,51.0508198943663,-114.092787346601
106832,1709 727 6 AV SW,51.0475875098112,-114.077580224238
107481,504 706 15 AV SW,51.0392405376002,-114.077260998611
109445,909 804 3 AV SW,51.051037575542,-114.079507068045
110356,62V 1315 12 AV SW,51.0419768314159,-114.092318841825
110467,103 683 10 ST SW,51.0474348667861,-114.086431977492
111727,323R 6 AV SW,51.0471613871698,-114.069857788056
112317,37V 215 14 AV SW,51.0393481958856,-114.066945116333
112581,35V 128 2 AV SE,51.0513810998603,-114.061425297698
112737,409 221 6 AV SE,51.047041833112,-114.058785691604
113821,403 339 13 AV SW,51.0402128887709,-114.070725936979
114090,45V 317 14 AV SW,51.0394198031987,-114.06947959175
114217,310 126 14 AV SW,51.0398425681775,-114.064502783297
114280,502 126 14 AV SW,51.0398425681775,-114.064502783297
114596,6V 333 RIVERFRONT AV SE,51.05004229867,-114.056576095008
114934,168V 205 RIVERFRONT AV SW,51.0519282470685,-114.065452907407
115000,234V 205 RIVERFRONT AV SW,51.0519282470685,-114.065452907407
115165,1123 9 ST SE,51.03910172211,-114.040374294569
115897,301 44 6A ST NE,51.0512754395838,-114.046347185535
115905,301 42 6A ST NE,51.0512754395838,-114.046347185535
116289,110 1415 17 ST SE,51.0404974678268,-114.021070361383
116470,1302 34 ST SE,51.0422822911499,-113.984192134969
116665,1218 24 ST SE,51.0421318034306,-114.001266115927
116755,2802 15 AV SE,51.0398525060088,-113.995334890723
116838,2705 16 AV SE,51.0384484010151,-113.997574959089
117022,2620 14 AV SE,51.0407857266637,-113.999166836624
117432,732 RAYNARD CR SE,51.0437883754315,-113.992322619447
117901,1515 43 ST SE,51.0403663942193,-113.971844407413
117959,1509 39 ST SE,51.0404990285315,-113.977623208306
118797,516 FORITANA RD SE,51.0500335055239,-113.961184039315
120209,1715A 39 ST SE,51.0386750105041,-113.977625562715
120273,62 3745 FONDA WY SE,51.0509691937077,-113.980162314068
121128,1059 PENRITH CR SE,51.0440774981058,-113.949447249745
121338,940 PENMEADOWS RD SE,51.0472991103358,-113.954764145347
121486,112 PENMEADOWS CL SE,51.0467961891123,-113.951804876501
121945,508 PENWORTH DR SE,51.0497005593825,-113.951005618412
121966,6036 5 AV SE,51.0487436642223,-113.947853858423
122671,120 FOREST RD SE,51.0518121903603,-113.958047576691
123040,42 100 PENNSYLVANIA RD SE,51.0520191637513,-113.952317153494
123107,308 5404 10 AV SE,51.0442737247188,-113.95649385196
123517,43V 6224 17 AV SE,51.0384166089236,-113.944451270271
124656,2443 45 ST SE,51.0316601598757,-113.968996150157
125254,3029 DOVERVILLE CR SE,51.0273862024557,-113.970658657985
125273,2931 DOVERVILLE CR SE,51.0285023136135,-113.971711359434
126068,183 ERIN WOODS DR SE,51.0220825906218,-113.968377735742
126080,152 ERIN CROFT CR SE,51.0250488785549,-113.969554437373
126522,30 4649 HUBALTA RD SE,51.0272789940035,-113.968002662939
126592,569 ERIN WOODS TC SE,51.0252427336421,-113.964535537682
126598,557 ERIN WOODS TC SE,51.0252427336421,-113.964535537682
127460,3422 30A AV SE,51.0266732330962,-113.984285073052
128678,2709 17 ST SE,51.0300922279138,-114.019565139479
129051,707 23 AV SE,51.0327253191013,-114.044802653843
129961,3305 ERLTON ST SW,51.0247767924482,-114.064457863665
130318,802 318 26 AV SW,51.0300914750208,-114.069927131364
130981,401 2422 ERLTON ST SW,51.030954966,-114.061891066145
131114,165V 2422 ERLTON ST SW,51.030954966,-114.061891066145
131291,2314 ERLTON PL SW,51.0328667136881,-114.063186967441
131679,384V 60 24 AV SW,51.0323063051319,-114.061880443557
132646,615 17 AV SW,51.0376002236648,-114.075168676452
132787,1031 32 AV SW,51.0245547708642,-114.087639967262
133148,1201 PROSPECT AV SW,51.0321081500301,-114.089277287849
134204,401 629 ROYAL AV SW,51.0347735746448,-114.076673467045
134269,206 545 18 AV SW,51.0366804853373,-114.073593827215
135016,2103 14A ST SW,51.036404960675,-114.096408261715
137048,6 2400 15 ST SW,51.0328549166057,-114.096754486923
138187,3011 HAMPTON CR SW,51.0238826300686,-114.130322606342
138729,2225 25 ST SW,51.0338794908973,-114.121229677695
139670,1916 37 ST SW,51.0371288683368,-114.140750575288
140111,103 2411 29 ST SW,51.0328603232948,-114.129928367778
140966,2216 45 ST SW,51.0331109706766,-114.152408743802
141153,3807 19 AV SW,51.036023326053,-114.141848553886
141729,2715 42 ST SW,51.0298546418787,-114.148475969885
141999,4023 GLENPARK CR SW,51.0297535326209,-114.143977307863
142219,3128 44 ST SW,51.0259884345025,-114.15066855184
142896,20 3015 51 ST SW,51.0279780186758,-114.162456880382
142949,73 3015 51 ST SW,51.0279780186758,-114.162456880382
143256,317 3000 51 ST SW,51.0283358760502,-114.159916241632
143338,2705 SIGNAL HILL HT SW,51.0300844594009,-114.167324107467
143687,2063 SIROCCO DR SW,51.0309840714227,-114.168372497353
143818,408 SIGNAL HILL PL SW,51.0239503255955,-114.167904764129
143956,7 SIGNATURE ME SW,51.0320595648676,-114.174026619578
144412,23 SIENNA HILLS VW SW,51.0262009485106,-114.175307527794
144509,344 SIENNA PARK DR SW,51.0246129140042,-114.183734806241
145622,1302 1818 SIMCOE BV SW,51.03601699883,-114.178323584423
145845,230 1858 SIROCCO DR SW,51.0367230669958,-114.170282829694
145903,125V 1858 SIROCCO DR SW,51.0367230669958,-114.170282829694
146020,2328 1818 SIMCOE BV SW,51.0355374397578,-114.177761412782
146200,44 100 SIGNATURE WY SW,51.0362345965283,-114.173258810673
146709,3650 SIERRA MORENA RD SW,51.021431512656,-114.183382604983
147558,355 SIERRA NEVADA PL SW,51.0120702333619,-114.18418043852
148540,401 30 SIERRA MORENA ME SW,51.0151798441628,-114.173943975109
148816,30 GLADEVIEW CR SW,51.0137347289075,-114.144932883985
149506,4920 43 ST SW,51.0106664663562,-114.148687743168
149789,4328 45 ST SW,51.0142672186345,-114.152419206881
150637,505 4550 47 ST SW,51.013155903077,-114.154006285179
151305,1105 60 GLAMIS DR SW,51.0154716875062,-114.161092585056
152326,523 4525 31 ST SW,51.0152270433783,-114.139904530008
152333,2 4315 RICHARDSON RD SW,51.0164556374975,-114.135301838664
152789,3903 16 ST SW,51.0199929051018,-114.100906527571
152807,4912 21 ST SW,51.0107528651804,-114.111794355697
152823,4207 15A ST SW,51.0168805937692,-114.099452480285
154312,1312 36 AV SW,51.0218327750104,-114.093309893529
154615,4404 BRITANNIA DR SW,51.0146343780668,-114.085535002436
155857,331 46 AV SW,51.0116710172758,-114.070200692383
156126,3827 PARKHILL ST SW,51.0208123056325,-114.064723565807
156511,4631 MANITOBA RD SE,51.0122420208942,-114.057044560501
156608,3610 3 ST SW,51.02276004183,-114.069696313499
156794,1602 4637 MACLEOD TR SW,51.0118352383476,-114.067109566801
157096,4220 BLACKFOOT TR SE,51.0167935186062,-114.047063429931
157845,8 DOVERCROFT PL SE,51.0184202866767,-113.985606780402
157902,363 DOVERVIEW CR SE,51.0168831597801,-113.985379635934
157921,4128 DOVERVIEW DR SE,51.0187179832428,-113.983544736074
159698,96 ERIN RIDGE RD SE,51.0161799175165,-113.975155227754
159970,12 ERIN GREEN ME SE,51.0173703751657,-113.969935649318
161211,5605 48 ST SE,51.00248915342,-113.965091208226
161340,2920 61 AV SE,50.9996863901878,-113.990069578998
161538,6048 17A ST SE,50.9996751453905,-114.017370400149
163427,25 MEDFORD PL SW,50.9968625489268,-114.088197783254
163746,418 723 57 AV SW,51.002164834059,-114.080275931141
165142,2020 51 AV SW,51.007997959097,-114.107578535348
165532,2723 LIONEL CR SW,50.9965131283117,-114.122273371456
165547,2839 LIONEL CR SW,50.9953779050266,-114.12392758091
165718,2919 LATHOM CR SW,50.9992796926667,-114.12584655087
166465,5447 LA SALLE CR SW,51.0053124662246,-114.138037171856
168027,817 68 AV SW,50.992077083947,-114.07991936873
168831,92 CHINOOK DR SW,50.9803898838298,-114.084908721955
169160,1208 KILLEARN AV SW,50.989142666369,-114.089367517056
170389,29 FERNIE PL SE,50.984334601479,-114.06538570045
171135,87 FERNCLIFF CR SE,50.9870721091503,-114.059382247317
171680,7403 20 ST SE,50.9867064814574,-114.01199816059
172473,723 OLYMPIA DR SE,50.9809032486822,-114.003713339208
173290,311 LYNNVIEW CR SE,50.9960512059688,-114.019473068506
174198,3525 62 AV SE,50.9974766725018,-113.98435945824
174348,3920 78 AV SE,50.9829300680523,-113.979106529204
174451,4910 80 AV SE,50.980858692963,-113.963560487638
174453,7139 44 ST SE,50.9918526699581,-113.971698459657
174711,2731 84 AV SE,50.9774795742778,-113.996450461952
175453,104 RIVERGLEN WY SE,50.9741127783918,-114.013631641941
175752,193 RIVERGLEN DR SE,50.9756095049766,-114.005440075572
176565,34 RIVER ROCK GR SE,50.9707919519147,-114.006657128261
176718,19 RIVERWOOD CO SE,50.968162336229,-114.01222044548
177099,139 RIVERCREST CL SE,50.978728888853,-114.008085508744
178496,645 RIVERBEND DR SE,50.9803312766358,-114.024314743562
178633,229 RIVERSIDE CI SE,50.9809049996322,-114.026255469613
179127,9816 ALCOTT RD SE,50.9653535084889,-114.060998218159
179254,9612 2 ST SE,50.9673669623198,-114.06477951713
179328,9504 3 ST SE,50.96845803562,-114.060231626468
179983,523 ARLINGTON DR SE,50.9756273767757,-114.055896946847
180066,8603 ATHABASCA ST SE,50.9768961004855,-114.057551693999
180704,123 315 HERITAGE DR SE,50.9786303114456,-114.063606122509
181075,3110 205 HERITAGE DR SE,50.9786314071037,-114.067515629472
181761,217 8535 BONAVENTURE DR SE,50.9763460147217,-114.069239841327
181836,132 8535 BONAVENTURE DR SE,50.9769098651451,-114.069239029432
181885,149 8535 BONAVENTURE DR SE,50.9774944255272,-114.069238010752
184415,909 9800 HORTON RD SW,50.9670081716972,-114.074195601365
184477,1702 9800 HORTON RD SW,50.9670081716972,-114.074195601365
